Customer ID,Recency,Frequency,MonetaryValue,R_score,F_score,M_score,RFM_Segment,RFM_Score,K_Cluster,Churn_Status,Churn_Probability
15065,46,1,168.73,3,1,1,3.01.01.0,5,0,0,5.799466241460879e-12
15067,49,2,2133.12,3,2,4,3.02.04.0,9,0,0,1.6100938613967249e-10
15068,54,2,623.49,2,2,2,2.02.02.0,6,0,0,4.6026413581799887e-11
15070,8,3,737.0500000000001,4,3,3,4.03.03.0,10,0,0,7.544688574565106e-14
15071,22,2,473.49,3,2,2,3.02.02.0,7,0,0,1.7730828895283826e-13
15072,115,1,187.52,2,1,1,2.01.01.0,4,0,0,2.003027770449259e-06
15073,36,5,1744.61,3,4,4,3.04.04.0,11,0,0,2.4942319940159397e-11
15074,65,2,817.46,2,2,3,2.02.03.0,7,0,0,7.976513563372064e-10
15076,128,2,566.89,2,2,2,2.02.02.0,6,0,0,8.323914034748714e-05
15077,130,2,2428.08,2,2,4,2.02.04.0,8,0,0,0.000592259376915326
15078,4,23,8018.77,4,4,4,4.04.04.0,12,0,0,3.339038864044452e-15
15079,1,8,2871.74,4,4,4,4.04.04.0,12,0,0,3.126414029724565e-14
15080,63,2,546.25,2,2,2,2.02.02.0,6,0,0,2.6354418540603756e-10
15081,3,8,1460.92,4,4,3,4.04.03.0,11,0,0,1.9993758929294587e-14
15082,304,1,93.35,1,1,1,1.01.01.0,3,1,1,0.9999999998967462
15084,15,2,965.2,4,2,3,4.02.03.0,9,0,0,1.8959439333628473e-13
15085,365,1,347.54,1,1,2,1.01.02.0,4,1,1,0.9999999999999996
15086,200,2,218.53,1,2,1,1.02.01.0,4,1,1,0.9614011353495512
15091,310,2,565.9,1,2,2,1.02.02.0,5,1,1,0.9999999999903801
15092,98,1,318.65,2,1,2,2.01.02.0,5,0,0,1.4758179520869293e-07
15093,8,18,9729.09,4,4,4,4.04.04.0,12,0,0,2.6633019660523878e-14
15094,99,2,83.0,2,2,1,2.02.01.0,5,0,0,1.3988025284471853e-07
15095,56,6,1771.04,2,4,4,2.04.04.0,10,0,0,4.935086890423226e-10
15097,219,2,660.27,1,2,2,1.02.02.0,5,1,1,0.9995249948012601
15100,2,6,2018.7,4,4,4,4.04.04.0,12,0,0,5.438192087551227e-14
15101,151,4,1160.41,1,3,3,1.03.03.0,7,1,0,0.009854979697041563
15102,166,2,554.67,1,2,2,1.02.02.0,5,1,0,0.06399424828074057
15105,66,2,795.98,2,2,3,2.02.03.0,7,0,0,9.670181828795886e-10
15107,8,4,620.85,4,3,2,4.03.02.0,9,0,0,2.9900314163049406e-14
15109,215,2,498.15,1,2,2,1.02.02.0,5,1,1,0.9989476574114656
15110,39,2,509.75,3,2,2,3.02.02.0,7,0,0,4.880439930461264e-12
15111,8,3,1163.39,4,3,3,4.03.03.0,10,0,0,7.887380803355989e-14
15112,247,1,209.4,1,1,1,1.01.01.0,3,1,1,0.9999932316907875
15114,19,2,639.56,3,2,2,3.02.02.0,7,0,0,1.0056876237463701e-13
15115,368,1,191.74,1,1,1,1.01.01.0,3,1,1,0.9999999999999996
15117,84,3,934.19,2,3,3,2.03.03.0,8,0,0,5.20792784047814e-08
15122,58,8,2863.69,2,4,4,2.04.04.0,10,0,0,5.218063133024498e-10
15123,57,3,2456.86,2,3,4,2.03.04.0,9,0,0,6.324716571443054e-10
15124,112,2,266.63,2,2,1,2.02.01.0,5,0,0,1.7938249073029074e-06
15125,115,9,5496.39,2,4,4,2.04.04.0,10,0,0,3.6411815765306354e-05
15126,172,2,449.49,1,2,2,1.02.02.0,5,1,0,0.1787139545697406
15127,155,1,304.97,1,1,1,1.01.01.0,3,1,0,0.0024556877059675308
15128,66,1,312.68,2,1,2,2.01.02.0,5,0,0,2.895818097314817e-10
15129,21,12,3412.78,3,4,4,3.04.04.0,11,0,0,3.3347963128446784e-13
15131,30,1,80.28,3,1,1,3.01.01.0,5,0,0,2.5461854084853526e-13
15133,18,2,824.48,4,2,3,4.02.03.0,9,0,0,3.351494319036708e-13
15134,17,2,208.3,4,2,1,4.02.01.0,7,0,0,6.51271425742617e-14
15135,192,1,166.63,1,1,1,1.01.01.0,3,1,1,0.7659699192744506
15137,156,2,823.4,1,2,3,1.02.03.0,6,1,0,0.019588292288358726
15138,29,1,502.52,3,1,2,3.01.02.0,6,0,0,4.3641856316495375e-13
15140,78,1,889.44,2,1,3,2.01.03.0,6,0,0,6.34587662419373e-09
15141,93,7,1388.47,2,4,3,2.04.03.0,9,0,0,2.5658719529629666e-07
15142,46,5,2121.18,3,4,4,3.04.04.0,11,0,0,1.8193284657231123e-10
15143,68,1,304.18,2,1,1,2.01.01.0,4,0,0,2.1432504473506175e-10
15144,15,12,5579.87,4,4,4,4.04.04.0,12,0,0,2.588617848895254e-13
15149,212,4,1033.81,1,3,3,1.03.03.0,7,1,1,0.9992965009020679
15150,92,3,3686.61,2,3,4,2.03.04.0,9,0,0,6.568371683459429e-07
15151,59,2,2085.61,2,2,4,2.02.04.0,8,0,0,5.638135801705679e-10
15152,337,1,518.14,1,1,2,1.01.02.0,4,1,1,0.9999999999999198
15154,114,2,1091.99,2,2,3,2.02.03.0,7,0,0,1.1463335367146544e-05
15155,19,1,383.97,3,1,2,3.01.02.0,6,0,0,6.14616355109986e-14
15157,205,2,718.04,1,2,3,1.02.03.0,6,1,1,0.996389827105303
15158,37,1,204.62,3,1,1,3.01.01.0,5,0,0,1.0084878543463137e-12
15159,31,4,3475.7200000000003,3,3,4,3.03.04.0,10,0,0,7.079568374892546e-12
15160,10,3,431.11,4,3,2,4.03.02.0,9,0,0,5.413574001364036e-14
15161,24,1,119.92,3,1,1,3.01.01.0,5,0,0,7.945528755723454e-14
15162,367,1,312.9,1,1,2,1.01.02.0,4,1,1,0.9999999999999998
15164,25,6,1225.87,3,4,3,3.04.03.0,10,0,0,1.112316576237534e-12
15165,9,1,487.75,4,1,2,4.01.02.0,7,0,0,1.765492756815841e-14
15166,103,1,167.16,2,1,1,2.01.01.0,4,0,0,1.930388386538037e-07
15167,43,4,1496.67,3,3,3,3.03.03.0,9,0,0,2.992799914200539e-11
15169,18,2,569.22,4,2,2,4.02.02.0,8,0,0,1.6375233662152255e-13
15170,42,1,81.15,3,1,1,3.01.01.0,5,0,0,2.636642091601412e-12
15173,16,7,1494.6,4,4,3,4.04.03.0,11,0,0,3.1574801800475945e-13
15174,46,1,345.71,3,1,2,3.01.02.0,6,0,0,1.1773264712182969e-11
15176,303,1,988.04,1,1,3,1.01.03.0,5,1,1,0.999999999971225
15177,61,1,948.93,2,1,3,2.01.03.0,6,0,0,2.3285967829619e-10
15179,28,8,5284.97,3,4,4,3.04.04.0,11,0,0,3.879415016035662e-12
15180,3,3,816.9300000000001,4,3,3,4.03.03.0,10,0,0,2.872687614506839e-14
15181,56,2,510.72,2,2,2,2.02.02.0,6,0,0,6.71570115665741e-11
15182,21,9,2376.1020000000003,3,4,4,3.04.04.0,11,0,0,5.858431472168527e-13
15183,183,3,639.93,1,3,2,1.03.02.0,6,1,1,0.7508547597873041
15184,23,2,283.19,3,2,1,3.02.01.0,6,0,0,1.0597682872476443e-13
15186,110,3,991.79,2,3,3,2.03.03.0,8,0,0,8.292744202944352e-06
15188,361,1,310.43,1,1,2,1.01.02.0,4,1,1,0.9999999999999993
15189,17,5,1298.99,4,4,3,4.04.03.0,11,0,0,5.881617615035084e-13
15190,70,1,834.4399999999999,2,1,3,2.01.03.0,6,0,0,1.3281742859138246e-09
15191,99,3,588.05,2,3,2,2.03.02.0,7,0,0,4.681702319208403e-07
15192,1,3,937.07,4,3,3,4.03.03.0,10,0,0,1.9703240621648493e-14
15194,4,14,4811.16,4,4,4,4.04.04.0,12,0,0,1.792018029608353e-14
15196,68,2,316.25,2,2,2,2.02.02.0,6,0,0,6.814179399818071e-10
15197,30,3,797.9,3,3,3,3.03.03.0,9,0,0,2.7666271543006504e-12
15198,44,3,377.71,3,3,2,3.03.02.0,8,0,0,2.0311662765286706e-11
15199,10,6,1853.7,4,4,4,4.04.04.0,12,0,0,2.5394303488136046e-13
15200,130,1,549.05,2,1,2,2.01.02.0,5,0,0,7.698679531372114e-05
15201,75,2,606.4100000000001,2,2,2,2.02.02.0,6,0,0,2.7459802629667966e-09
15202,56,3,6001.49,2,3,4,2.03.04.0,9,0,0,7.530760207357708e-10
15203,26,9,2572.38,3,4,4,3.04.04.0,11,0,0,1.5835441075899317e-12
15207,52,3,683.9200000000001,3,3,2,3.03.02.0,8,0,0,9.962057782813468e-11
15208,59,1,100.4,2,1,1,2.01.01.0,4,0,0,3.635052808042825e-11
15209,366,1,178.98000000000002,1,1,1,1.01.01.0,3,1,1,0.9999999999999993
15210,14,2,845.01,4,2,3,4.02.03.0,9,0,0,1.5409676493993594e-13
15211,1,1,383.07,4,1,2,4.01.02.0,7,0,0,3.676049978985161e-15
15212,12,1,106.48,4,1,1,4.01.01.0,6,0,0,1.5271917508226468e-14
15215,29,4,1687.49,3,3,3,3.03.03.0,9,0,0,1.9971163049957486e-12
15216,254,1,389.49,1,1,2,1.01.02.0,4,1,1,0.9999991475306469
15217,199,1,426.24,1,1,2,1.01.02.0,4,1,1,0.963238631731304
15218,25,11,5759.68,3,4,4,3.04.04.0,11,0,0,1.161034756006467e-12
15219,284,1,379.7,1,1,2,1.01.02.0,4,1,1,0.9999999975264673
15221,2,4,2062.2000000000003,4,3,4,4.03.04.0,11,0,0,4.2888022118034844e-14
15222,108,10,2965.91,2,4,4,2.04.04.0,10,0,0,5.719953331424817e-06
15223,245,3,662.2,1,3,2,1.03.02.0,6,1,1,0.9999981159508413
15224,148,3,549.28,1,3,2,1.03.02.0,6,1,0,0.0032569631128835947
15227,32,4,1269.09,3,3,3,3.03.03.0,9,0,0,3.4296641290718686e-12
15228,64,2,2193.56,2,2,4,2.02.04.0,8,0,0,1.5100369754500588e-09
15229,222,1,160.5,1,1,1,1.01.01.0,3,1,1,0.9991145823617384
15231,257,1,250.26,1,1,1,1.01.01.0,3,1,1,0.9999990390539367
15233,37,1,59.400000000000006,3,1,1,3.01.01.0,5,0,0,9.933438362987961e-13
15235,5,6,690.3000000000001,4,4,2,4.04.02.0,10,0,0,2.138576118807312e-14
15240,10,7,2753.41,4,4,4,4.04.04.0,12,0,0,2.2296691802126789e-13
15241,66,3,1293.72,2,3,3,2.03.03.0,8,0,0,1.6227465579306443e-09
15242,58,1,302.04,2,1,1,2.01.01.0,4,0,0,3.055211399138585e-11
15243,71,1,610.6,2,1,2,2.01.02.0,5,0,0,7.910779777417958e-10
15244,302,1,280.51,1,1,1,1.01.01.0,3,1,1,0.999999999850506
15245,38,5,2095.0,3,4,4,3.04.04.0,11,0,0,3.819254811441429e-11
15246,191,1,266.25,1,1,1,1.01.01.0,3,1,1,0.7313119247137216
15247,113,2,620.06,2,2,2,2.02.02.0,6,0,0,4.506770446792166e-06
15248,47,3,1893.93,3,3,4,3.03.04.0,10,0,0,1.6948641137294087e-10
15249,66,5,2577.54,2,4,4,2.04.04.0,10,0,0,4.7090134108178e-09
15250,276,1,60.0,1,1,1,1.01.01.0,3,1,1,0.9999999757879064
15251,50,10,9839.55,3,4,4,3.04.04.0,11,0,0,2.894006828627144e-10
15252,57,3,1362.63,2,3,3,2.03.03.0,8,0,0,2.8315710868955776e-10
15253,39,3,1136.89,3,3,3,3.03.03.0,9,0,0,1.6543635828720865e-11
15254,182,2,787.99,1,2,3,1.02.03.0,6,1,1,0.7590807015740962
15255,32,8,2838.57,3,4,4,3.04.04.0,11,0,0,6.553040197262402e-12
15256,197,1,71.95,1,1,1,1.01.01.0,3,1,1,0.8956451331010481
15257,50,1,368.75,3,1,2,3.01.02.0,6,0,0,2.572251193122915e-11
15259,148,4,1182.38,1,3,3,1.03.03.0,7,1,0,0.0055304705247830556
15260,8,20,7377.46,4,4,4,4.04.04.0,12,0,0,1.3322860547154895e-14
15261,17,3,1253.18,4,3,3,4.03.03.0,10,0,0,4.595545449478191e-13
15262,16,2,239.87,4,2,1,4.02.01.0,7,0,0,5.3777059927818626e-14
15264,166,1,454.66,1,1,2,1.01.02.0,4,1,0,0.04073627417490213
15265,240,2,1839.52,1,2,4,1.02.04.0,7,1,1,0.9999982295672877
15266,15,4,732.91,4,3,3,4.03.03.0,10,0,0,2.357227193838316e-13
15268,114,3,961.9,2,3,3,2.03.03.0,8,0,0,1.8018369156390307e-05
15269,16,2,816.56,4,2,3,4.02.03.0,9,0,0,2.268261649424934e-13
15270,36,14,6145.37,3,4,4,3.04.04.0,11,0,0,5.262654757880166e-12
15271,1,10,2202.4700000000003,4,4,4,4.04.04.0,12,0,0,1.863583254244839e-14
15272,86,4,1363.54,2,3,3,2.03.03.0,8,0,0,6.42795292364022e-08
15273,235,1,228.96,1,1,1,1.01.01.0,3,1,1,0.9999300658219261
15276,30,3,514.22,3,3,2,3.03.02.0,8,0,0,1.347763450230422e-12
15277,61,1,220.44,2,1,1,2.01.01.0,4,0,0,5.434122049992201e-11
15278,197,4,496.16,1,3,2,1.03.02.0,6,1,1,0.9731779153991917
15279,16,4,1290.03,4,3,3,4.03.03.0,10,0,0,3.035317252826458e-13
15280,124,2,293.1,2,2,1,2.02.01.0,5,0,0,1.8624828075980927e-05
15281,14,7,6211.42,4,4,4,4.04.04.0,12,0,0,6.967646660870502e-13
15282,206,1,348.59,1,1,2,1.01.02.0,4,1,1,0.9902553957383592
15283,26,3,148.33,3,3,1,3.03.01.0,7,0,0,2.986639865684323e-13
15284,136,1,24.75,2,1,1,2.01.01.0,4,0,0,0.00011768867269646867
15285,43,1,94.92,3,1,1,3.01.01.0,5,0,0,3.208246603287448e-12
15287,15,3,369.34,4,3,2,4.03.02.0,9,0,0,1.424480323051598e-13
15288,1,6,1576.61,4,4,3,4.04.03.0,11,0,0,2.144648852531824e-14
15289,94,2,653.3100000000001,2,2,2,2.02.02.0,6,0,0,1.1171094148804326e-07
15290,29,8,2553.06,3,4,4,3.04.04.0,11,0,0,3.546037474478517e-12
15291,9,26,9178.26,4,4,4,4.04.04.0,12,0,0,5.098400806009469e-15
15293,301,1,247.5,1,1,1,1.01.01.0,3,1,1,0.9999999998177318
15294,46,1,233.35,3,1,1,3.01.01.0,5,0,0,5.838644326365263e-12
15295,290,1,217.24,1,1,1,1.01.01.0,3,1,1,0.9999999984418522
15296,56,6,6669.97,2,4,4,2.04.04.0,10,0,0,8.221799103011356e-10
15298,2,12,4659.47,4,4,4,4.04.04.0,12,0,0,1.869413694783643e-14
15299,8,6,3484.53,4,4,4,4.04.04.0,12,0,0,2.0386510338503917e-13
15301,4,6,2533.09,4,4,4,4.04.04.0,12,0,0,8.470658649052101e-14
15302,366,1,308.0,1,1,2,1.01.02.0,4,1,1,0.9999999999999998
15303,201,2,650.16,1,2,2,1.02.02.0,5,1,1,0.9843967514060524
15304,4,2,225.15,4,2,1,4.02.01.0,7,0,0,5.18572162138487e-15
15305,191,1,93.6,1,1,1,1.01.01.0,3,1,1,0.7277626295726536
15306,136,6,2310.38,2,4,4,2.04.04.0,10,0,0,0.003046861970400046
15309,246,4,797.96,1,3,3,1.03.03.0,7,1,1,0.9999990404616138
15310,114,1,1634.64,2,1,3,2.01.03.0,6,0,0,7.6133062520023885e-06
15311,1,121,56003.26,4,4,4,4.04.04.0,12,3,0,8.218954981891163e-23
15312,19,8,2005.34,3,4,4,3.04.04.0,11,0,0,4.77556403097854e-13
15314,49,2,492.48,3,2,2,3.02.02.0,7,0,0,3.4167432455583675e-11
15317,313,1,129.75,1,1,1,1.01.01.0,3,1,1,0.9999999999821796
15321,73,9,3961.42,2,4,4,2.04.04.0,10,0,0,8.68712177919611e-09
15322,112,1,711.18,2,1,3,2.01.03.0,6,0,0,4.683838320440242e-06
15323,198,3,434.6,1,3,2,1.03.02.0,6,1,1,0.9820761793371644
15324,337,1,140.22000000000003,1,1,1,1.01.01.0,3,1,1,0.9999999999998339
15325,31,7,1439.72,3,4,3,3.04.03.0,10,0,0,2.9258960844088725e-12
15326,245,4,1388.81,1,3,3,1.03.03.0,7,1,1,0.9999989037228562
15328,43,1,107.24,3,1,1,3.01.01.0,5,0,0,3.21236741358176e-12
15329,10,8,1934.63,4,4,4,4.04.04.0,12,0,0,1.6367579949783827e-13
15331,135,3,767.91,2,3,3,2.03.03.0,8,0,0,0.001054266641148498
15332,2,6,4892.68,4,4,4,4.04.04.0,12,0,0,7.336678426101839e-14
15336,37,1,240.5,3,1,1,3.01.01.0,5,0,0,1.0122649721885527e-12
15337,47,1,373.02,3,1,2,3.01.02.0,6,0,0,1.4345845310872268e-11
15338,313,1,283.43,1,1,1,1.01.01.0,3,1,1,0.9999999999824627
15339,57,5,1253.77,2,4,3,2.04.03.0,9,0,0,3.5660589233454953e-10
15340,197,1,105.5,1,1,1,1.01.01.0,3,1,1,0.8959713946937228
15341,85,1,382.2,2,1,2,2.01.02.0,5,0,0,1.180845706781573e-08
15346,61,2,343.7,2,2,2,2.02.02.0,6,0,0,1.747838387871949e-10
15347,2,4,1162.0,4,3,3,4.03.03.0,10,0,0,1.959305227105188e-14
15350,9,2,547.6,4,2,2,4.02.02.0,8,0,0,2.8305307599057264e-14
15351,5,4,1778.18,4,3,4,4.03.04.0,11,0,0,7.469040646074373e-14
15352,184,1,114.95,1,1,1,1.01.01.0,3,1,1,0.4066188158874835
15353,3,6,2398.93,4,4,4,4.04.04.0,12,0,0,6.874689414902662e-14
15354,239,3,284.4,1,3,1,1.03.01.0,5,1,1,0.999987432633262
15356,4,4,698.45,4,3,2,4.03.02.0,9,0,0,1.382971244339127e-14
15358,1,22,8703.210000000001,4,4,4,4.04.04.0,12,0,0,2.500450293346408e-15
15359,298,8,181.35,1,4,1,1.04.01.0,6,1,1,0.999999999800735
15361,162,3,270.15000000000003,1,3,1,1.03.01.0,5,1,0,0.023766274735004762
15362,84,2,613.08,2,2,2,2.02.02.0,6,0,0,1.5861364991404762e-08
15363,8,2,678.11,4,2,2,4.02.02.0,8,0,0,2.3614559747236028e-14
15365,39,6,2242.81,3,4,4,3.04.04.0,11,0,0,3.767501740827112e-11
15366,45,5,1786.57,3,4,4,3.04.04.0,11,0,0,1.4460284540622145e-10
15367,54,7,3203.74,2,4,4,2.04.04.0,10,0,0,3.1026248686837847e-10
15368,30,1,275.8,3,1,1,3.01.01.0,5,0,0,2.598586179764929e-13
15369,128,11,6251.26,2,4,4,2.04.04.0,10,0,0,0.00031664979333361355
15370,46,1,1352.96,3,1,3,3.01.03.0,7,0,0,2.6060019933710263e-11
15371,298,1,59.400000000000006,1,1,1,1.01.01.0,3,1,1,0.9999999996665714
15372,86,7,4009.66,2,4,4,2.04.04.0,10,0,0,1.7186512893894367e-07
15373,7,6,1005.48,4,4,3,4.04.03.0,11,0,0,6.502404524875342e-14
15374,260,1,139.32,1,1,1,1.01.01.0,3,1,1,0.999999458075633
15375,326,1,60.96,1,1,1,1.01.01.0,3,1,1,0.9999999999985734
15377,18,4,1211.75,4,3,3,4.03.03.0,10,0,0,4.4447665698053077e-13
15378,98,2,246.5,2,2,1,2.02.01.0,5,0,0,1.171011499940132e-07
15379,36,1,1174.55,3,1,3,3.01.03.0,7,0,0,3.6472625850983185e-12
15380,1,7,1788.8,4,4,4,4.04.04.0,12,0,0,3.4934246263469977e-14
15381,59,3,1293.72,2,3,3,2.03.03.0,8,0,0,4.15046083494692e-10
15382,10,6,7777.84,4,4,4,4.04.04.0,12,0,0,4.707584978459687e-13
15384,17,2,1385.38,4,2,3,4.02.03.0,9,0,0,2.924322138161742e-13
15385,28,2,625.2,3,2,2,3.02.02.0,7,0,0,5.796350924795804e-13
15387,128,1,468.65,2,1,2,2.01.02.0,5,0,0,5.1713297101878436e-05
15389,36,4,2233.8,3,3,4,3.03.04.0,10,0,0,1.6473218536923493e-11
15390,32,2,1216.66,3,2,3,3.02.03.0,8,0,0,2.6778874617005467e-12
15391,220,1,289.87,1,1,1,1.01.01.0,3,1,1,0.9987108432450361
15392,10,3,1376.09,4,3,3,4.03.03.0,10,0,0,1.190540715497541e-13
15393,203,3,659.48,1,3,2,1.03.02.0,6,1,1,0.9933130430623986
15394,31,7,3103.26,3,4,4,3.04.04.0,11,0,0,6.934788953408581e-12
15396,219,1,508.2000000000001,1,1,2,1.01.02.0,4,1,1,0.9992313200546039
15400,56,3,586.1,2,3,2,2.03.02.0,7,0,0,1.0784400774615724e-10
15401,88,2,216.95,2,2,1,2.02.01.0,5,0,0,1.664520963435047e-08
15402,23,4,1203.77,3,3,3,3.03.03.0,9,0,0,5.901393575872778e-13
15403,127,2,170.88,2,2,1,2.02.01.0,5,0,0,3.298649261394063e-05
15404,11,1,257.06,4,1,1,4.01.01.0,6,0,0,1.2767730086932793e-14
15405,212,1,310.74,1,1,2,1.01.02.0,4,1,1,0.9969391824881122
15406,89,2,465.16,2,2,2,2.02.02.0,6,0,0,4.136325588588354e-08
15409,357,1,131.25,1,1,1,1.01.01.0,3,1,1,0.9999999999999967
15410,204,2,1234.88,1,2,3,1.02.03.0,6,1,1,0.9958457013048582
15413,327,5,6798.72,1,4,4,1.04.04.0,9,1,1,0.9999999999999774
15416,114,3,588.5,2,3,2,2.03.02.0,7,0,0,8.69606588312632e-06
15418,61,2,452.32,2,2,2,2.02.02.0,6,0,0,1.7677312042377824e-10
15420,70,6,743.0,2,4,3,2.04.03.0,9,0,0,3.400830550883458e-09
15421,21,6,2854.98,3,4,4,3.04.04.0,11,0,0,1.205232695982687e-12
15422,15,5,1522.27,4,4,3,4.04.03.0,11,0,0,4.0776790033236387e-13
15423,217,2,223.39,1,2,1,1.02.01.0,4,1,1,0.998538746012647
15424,99,1,214.44,2,1,1,2.01.01.0,4,0,0,8.90041358425437e-08
15425,36,4,1944.57,3,3,4,3.03.04.0,10,0,0,1.5984206058228598e-11
15426,5,5,1168.0,4,4,3,4.04.03.0,11,0,0,5.6033509008810846e-14
15428,23,3,668.97,3,3,2,3.03.02.0,8,0,0,3.503173057917665e-13
15430,103,2,954.75,2,2,3,2.02.03.0,7,0,0,1.3261025515975554e-06
15431,138,1,153.24,1,1,1,1.01.01.0,3,0,0,8.83583750178897e-05
15432,177,1,149.57,1,1,1,1.01.01.0,3,1,0,0.149587551994513
15434,10,6,1525.5800000000002,4,4,3,4.04.03.0,11,0,0,1.23136973748992e-13
15437,276,1,193.29,1,1,1,1.01.01.0,3,1,1,0.9999999761218271
15439,40,4,1269.05,3,3,3,3.03.03.0,9,0,0,1.6292871814977588e-11
15441,32,3,1254.21,3,3,3,3.03.03.0,9,0,0,4.283366207239411e-12
15443,110,7,1939.02,2,4,4,2.04.04.0,10,0,0,1.4850135781211651e-05
15445,226,1,171.0,1,1,1,1.01.01.0,3,1,1,0.9995940173493885
15446,12,3,406.95,4,3,2,4.03.02.0,9,0,0,7.972193384012045e-14
15447,163,4,337.71000000000004,1,3,2,1.03.02.0,6,1,0,0.04531198305348293
15448,310,1,294.17,1,1,1,1.01.01.0,3,1,1,0.9999999999685762
15451,70,2,233.21,2,2,1,2.02.01.0,5,0,0,5.004288537237631e-10
15452,26,3,1260.38,3,3,3,3.03.03.0,9,0,0,1.3319977715705844e-12
15454,254,1,128.59,1,1,1,1.01.01.0,3,1,1,0.9999982542398592
15455,233,1,38.25,1,1,1,1.01.01.0,3,1,1,0.9998946849291677
15456,39,7,1672.05,3,4,3,3.04.03.0,10,0,0,1.4240311032114983e-11
15458,38,1,208.8,3,1,1,3.01.01.0,5,0,0,1.2258950622364834e-12
15459,53,2,202.83,3,2,1,3.02.01.0,6,0,0,3.625594060723388e-11
15461,96,2,429.7,2,2,2,2.02.02.0,6,0,0,1.6112558585967175e-07
15462,81,1,502.45,2,1,2,2.01.02.0,5,0,0,5.4860584373630715e-09
15465,5,15,5301.03,4,4,4,4.04.04.0,12,0,0,1.831871901036773e-14
15466,25,3,1236.48,3,3,3,3.03.03.0,9,0,0,1.0935246138521933e-12
15468,28,1,962.97,3,1,3,3.01.03.0,7,0,0,7.510093992936708e-13
15469,74,1,335.7,2,1,2,2.01.02.0,5,0,0,1.3789889008118745e-09
15470,211,1,63.42,1,1,1,1.01.01.0,3,1,1,0.9924289972506024
15471,16,2,847.0799999999999,4,2,3,4.02.03.0,9,0,0,2.275485916113961e-13
15473,80,1,274.8,2,1,1,2.01.01.0,4,0,0,2.212408373697422e-09
15474,231,1,163.1,1,1,1,1.01.01.0,3,1,1,0.9998465357475332
15476,16,4,2209.98,4,3,4,4.03.04.0,11,0,0,6.657814348426478e-13
15477,285,1,368.4,1,1,2,1.01.02.0,4,1,1,0.999999997961853
15478,211,1,583.56,1,1,2,1.01.02.0,4,1,1,0.9963871865632996
15479,369,1,147.4,1,1,1,1.01.01.0,3,1,1,0.9999999999999998
15480,101,4,5373.5,2,3,4,2.03.04.0,9,0,0,3.6134418587421944e-06
15481,37,1,1993.34,3,1,4,3.01.04.0,8,0,0,9.618574380445501e-12
15482,22,7,3537.6,3,4,4,3.04.04.0,11,0,0,1.2570292706192795e-12
15483,21,6,628.39,3,4,2,3.04.02.0,9,0,0,2.40612596044031e-13
15484,176,2,1061.69,1,2,3,1.02.03.0,6,1,0,0.5018651647567258
15485,9,5,3196.51,4,4,4,4.04.04.0,12,0,0,3.006842335857281e-13
15486,163,1,102.0,1,1,1,1.01.01.0,3,1,0,0.011320358618223433
15487,315,1,231.32,1,1,1,1.01.01.0,3,1,1,0.9999999999880564
15488,92,4,340.6,2,3,2,2.03.02.0,7,0,0,9.329229497395175e-08
15489,36,5,1285.3300000000002,3,4,3,3.04.03.0,10,0,0,1.1930376443868795e-11
15490,66,1,217.6,2,1,1,2.01.01.0,4,0,0,1.438693538785091e-10
15493,25,4,2313.18,3,3,4,3.03.04.0,10,0,0,1.9491354700920686e-12
15494,114,3,2480.82,2,3,4,2.03.04.0,9,0,0,4.2066411487640396e-05
15495,15,1,246.5,4,1,1,4.01.01.0,6,0,0,2.779775945663794e-14
15496,267,1,146.14,1,1,1,1.01.01.0,3,1,1,0.9999998614916746
15497,18,7,7395.19,4,4,4,4.04.04.0,12,0,0,1.7180054913807195e-12
15498,2,19,12723.18,4,4,4,4.04.04.0,12,0,0,9.039250058851107e-15
15499,359,1,161.6,1,1,1,1.01.01.0,3,1,1,0.9999999999999978
15501,40,2,402.5,3,2,2,3.02.02.0,7,0,0,5.86407465662487e-12
15502,4,5,3608.54,4,4,4,4.04.04.0,12,0,0,1.1851879332172993e-13
15503,362,1,120.06,1,1,1,1.01.01.0,3,1,1,0.9999999999999987
15504,156,3,371.02,1,3,2,1.03.02.0,6,1,0,0.015008724046387286
15506,17,3,1060.77,4,3,3,4.03.03.0,10,0,0,4.5043350837964205e-13
15509,16,1,166.51,4,1,1,4.01.01.0,6,0,0,3.349529455768272e-14
15512,26,2,210.58,3,2,1,3.02.01.0,6,0,0,1.8867129541642636e-13
15513,1,18,12992.33,4,4,4,4.04.04.0,12,0,0,9.570279650228013e-15
15514,15,7,2459.09,4,4,4,4.04.04.0,12,0,0,5.726511469147702e-13
15515,23,1,171.81,3,1,1,3.01.01.0,5,0,0,6.57472051149911e-14
15518,15,7,2276.49,4,4,4,4.04.04.0,12,0,0,5.618594031798944e-13
15519,19,2,344.61,3,2,2,3.02.02.0,7,0,0,9.752520919636438e-14
15521,36,8,4106.49,3,4,4,3.04.04.0,11,0,0,1.630005127410764e-11
15523,24,15,16947.98,3,4,4,3.04.04.0,11,0,0,1.2522305473214508e-12
15524,242,1,151.4,1,1,1,1.01.01.0,3,1,1,0.9999819670342535
15525,9,2,469.78,4,2,2,4.02.02.0,8,0,0,2.8076734529776593e-14
15527,30,15,3145.86,3,4,4,3.04.04.0,11,0,0,9.565595405513298e-13
15529,2,2,1116.72,4,2,3,4.02.03.0,9,0,0,1.5309688650856962e-14
